,Unnamed: 0,Winery,Wine,Rating,Num_Reviews,Price,Country,Region,Year,Tipo,Zona,Maridaje
404,565,Bodegas Fontana,Dominio de Fontana Sauvignon Blanc - Verdejo 2023,3.9,31,5.9,España,Uclés,2023,blanco,Centro (España),"Cochinillo asado, Ensalada de pimientos y ventresca"
405,567,Corcovo - Megía e Hijos,Blanco Airén 2022,3.5,258,5.92,España,Valdepeñas,2022,blanco,Centro (España),"Cochinillo asado, Ensalada de pimientos y ventresca"
406,568,Falset Marçà,Falset Tinto 2023,2.9,380,5.94,España,Montsant,2023,tinto,Norte (España),"Chuletas de cordero, Chistorra"
407,569,Bodegas Ochoa,Calendas Blanco 2021,3.6,39,5.95,España,Navarra,2021,blanco,Norte (España),"Mariscos, Merluza a la vasca"
408,571,El Coto,Coto Mayor Rosado 2022,3.6,141,5.95,España,Rioja,2022,rosado,Norte (España),"Piquillos rellenos de marisco, Merluza a la vasca"
409,572,Bodegas Olarra,Reciente Tempranillo Rosado 2023,3.4,57,5.95,España,Rioja,2023,tinto,Norte (España),"Chuletas de cordero, Chistorra"
410,573,Castellblanc (Castellblanch),Cava Brut N.V.,3.5,1740,5.95,España,Cava,N.V.,espumoso,Norte (España),"Tortilla de patatas, Piquillos rellenos de marisco"
411,574,Celler Masroig,Solà Fred Rosat 2022,3.2,105,5.95,España,Montsant,2022,tinto,Norte (España),"Chuletas de cordero, Chistorra"
412,577,Castillo Perelada,Empordà Jardins Rosé 2023,3.4,624,5.95,España,Empordà,2023,rosado,Norte (España),"Piquillos rellenos de marisco, Merluza a la vasca"
413,578,Bodegas Care,Rosado 2023,3.7,1398,5.95,España,Cariñena,2023,rosado,Norte (España),"Piquillos rellenos de marisco, Merluza a la vasca"
414,579,Sinforiano,Sinfo Rosado 2023,3.8,38,5.95,España,Cigales,2023,rosado,Centro (España),"Ensalada de tomate y ventresca, Pisto manchego"
415,580,Cellers Tarroné,La Pinxa del Barri Garnatxa Blanca 2023,3.6,35,5.95,España,Terra Alta,2023,blanco,Norte (España),"Mariscos, Merluza a la vasca"
416,581,Luzon,Colección Blanco 2023,3.9,67,5.95,España,Jumilla,2023,blanco,Sur (España),"Pescado frito, Salmorejo"
417,583,Bodegas Marqués de Cáceres,Blanco Viura 2023,3.7,293,5.95,España,Rioja,2023,blanco,Norte (España),"Mariscos, Merluza a la vasca"
418,584,Vinos López,El Ventilador Tinto 2021,3.7,36,5.95,España,Valdejalón,2021,tinto,Norte (España),"Chuletas de cordero, Chistorra"
419,587,Castillo Perelada,Empordà Jardins Rosé 2022,3.4,624,5.95,España,Empordà,2022,rosado,Norte (España),"Piquillos rellenos de marisco, Merluza a la vasca"
420,588,Museum,Vinea Rosé 2023,3.4,176,5.95,España,Cigales,2023,rosado,Centro (España),"Ensalada de tomate y ventresca, Pisto manchego"
421,591,Particular,Chardonnay 2021,3.5,510,5.95,España,Cariñena,2021,blanco,Norte (España),"Mariscos, Merluza a la vasca"
422,592,Vinos Sanz,Fri Sanz Te Semi Dulce 2013,3.8,34,5.97,España,Rueda,2013,dulce,Centro (España),"Rosquillas de anís, Ponche segoviano"
423,593,Garriguella,Puntils Blanc 2023,3.5,229,5.98,España,Empordà,2023,blanco,Norte (España),"Mariscos, Merluza a la vasca"
424,594,Garriguella,Puntils Rouge 2023,3.4,335,5.98,España,Empordà,2023,tinto,Norte (España),"Chuletas de cordero, Chistorra"
425,595,Ferré I Catasús,Compta Ovelles Blanco 2021,3.4,889,5.99,España,Penedès,2021,blanco,Norte (España),"Mariscos, Merluza a la vasca"
426,598,Castillo de Monjardin,Vinedos del Villar Tempranillo 2021,3.6,58,5.99,España,Navarra,2021,tinto,Norte (España),"Chuletas de cordero, Chistorra"
427,599,Marqués de la Concordia,Vega de La Reina Verdejo 2023,3.9,47,5.99,España,Rueda,2023,blanco,Centro (España),"Cochinillo asado, Ensalada de pimientos y ventresca"
428,600,Celler Masroig,Solà Fred 2023,3.5,4296,5.99,España,Montsant,2023,tinto,Norte (España),"Chuletas de cordero, Chistorra"
429,601,Castillo de Monjardin,Rosado De Lágrima Vendimia Nocturna 2022,3.5,25,5.99,España,Navarra,2022,rosado,Norte (España),"Piquillos rellenos de marisco, Merluza a la vasca"
430,602,Palacio de Sada,Rosado 2023,3.5,346,5.99,España,Navarra,2023,rosado,Norte (España),"Piquillos rellenos de marisco, Merluza a la vasca"
431,603,Sandara,Sparkling Blanco N.V.,3.7,648,5.99,España,Valencia,N.V.,blanco,Centro (España),"Cochinillo asado, Ensalada de pimientos y ventresca"
432,605,Baron de Ley,Blanco 2023,3.7,37,5.99,España,Rioja,2023,blanco,Norte (España),"Mariscos, Merluza a la vasca"
433,607,Sandara,Sparkling Passionate Bubbles Rosado N.V.,3.9,1691,5.99,España,Valencia,N.V.,rosado,Centro (España),"Ensalada de tomate y ventresca, Pisto manchego"
434,608,Freixenet,Cava Blanc De Blancs Brut N.V.,3.3,626,5.99,España,Cava,N.V.,blanco,Norte (España),"Mariscos, Merluza a la vasca"
435,609,Casa de la Ermita,Blanco 2022,3.3,267,6.0,España,Jumilla,2022,blanco,Sur (España),"Pescado frito, Salmorejo"
436,610,Cooperativa de Cigales,Torondos Rosado 2022,3.5,28,6.0,España,Cigales,2022,rosado,Centro (España),"Ensalada de tomate y ventresca, Pisto manchego"
437,611,Canopy,Ganadero Blanco 2021,3.7,178,6.0,España,Méntrida,2021,blanco,Centro (España),"Cochinillo asado, Ensalada de pimientos y ventresca"
438,612,Bodegas Valdemar,Conde de Valdemar Blanco 2023,3.9,65,6.0,España,Rioja,2023,blanco,Norte (España),"Mariscos, Merluza a la vasca"
439,615,Pandora,Ariabal Verdejo 2023,3.6,28,6.0,España,Rueda,2023,blanco,Centro (España),"Cochinillo asado, Ensalada de pimientos y ventresca"
440,617,Familia Torres,San Valentín Semi-Dulce 2023,3.9,1909,6.0,España,Penedès,2023,dulce,Norte (España),"Queso azul, Tarta de Santiago"
441,618,Oliveda,Finca Els 3 Frares Blanc Flor 2023,3.5,102,6.0,España,Empordà,2023,blanco,Norte (España),"Mariscos, Merluza a la vasca"
442,619,Finca Nueva,Rosado 2021,3.7,526,6.0,España,Rioja,2021,rosado,Norte (España),"Piquillos rellenos de marisco, Merluza a la vasca"
443,621,Navajas,Rioja Crianza Tinto 2019,3.9,279,6.01,España,Rioja,2019,tinto,Norte (España),"Chuletas de cordero, Chistorra"
444,622,Cercavins,Lo Virol Tinto 2021,3.2,635,6.04,España,Costers del Segre,2021,tinto,Norte (España),"Chuletas de cordero, Chistorra"
445,623,Bodega Pirineos,3404 Tinto 2022,3.7,508,6.04,España,Somontano,2022,tinto,Norte (España),"Chuletas de cordero, Chistorra"
446,624,Bodega Pirineos,3404 Blanco 2024,3.7,812,6.04,España,Somontano,2024,blanco,Norte (España),"Mariscos, Merluza a la vasca"
447,625,Mundus,Branco Leve 2021,3.4,1717,2.15,Portugal,Lisboa,2021,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
448,626,Mundus,Rosé Leve 2021,3.3,702,2.5,Portugal,Lisboa,2021,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
449,627,José Maria da Fonseca,JMF Branco 2023,3.4,2321,2.54,Portugal,Península de Setúbal,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
450,628,José Maria da Fonseca,JMF Rosé 2023,3.6,500,2.54,Portugal,Península de Setúbal,2023,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
451,629,Esporão,Alandra Branco  2023,3.4,41,2.69,Portugal,Alentejano,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
452,630,Esporão,Alandra Tinto 2023,3.5,124,2.69,Portugal,Alentejo,2023,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
453,631,Mundus,Colheita Selecionada Branco Leve 2023,3.3,125,2.85,Portugal,Lisboa,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
454,632,Quintas de Melgaço,Leira do Canhoto Branco 2022,3.4,163,2.97,Portugal,Vinho verde,2022,blanco,Norte (Portugal),"Bacalhau, Frango assado"
455,633,Terreiro,Alma do Tejo Colheita Seleccionada Tinto 2020,3.8,42,2.99,Portugal,Tejo,2020,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
456,634,Vila Real,Rosé 2023,3.5,373,3.19,Portugal,Douro,2023,rosado,Norte (Portugal),"Chanfana, Bacalhau"
457,635,Herdade Paço do Conde,Vinha do Conde Branco 2023,3.7,178,3.2,Portugal,Alentejano,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
458,636,Herdade Paço do Conde,Vinha do Conde Rosé 2023,3.6,40,3.2,Portugal,Alentejano,2023,rosado,Sur (Portugal),"Arroz de mariscos, Caldo verde"
459,637,Herdade Paço do Conde,Vinha do Conde Tinto 2022,3.7,261,3.2,Portugal,Alentejano,2022,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
460,638,Altos da Beira,Branco 2023,3.6,201,3.22,Portugal,Beiras,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
461,640,Casa Agricola Nicolau,Solar da Marquesa Rosé 2023,4.0,54,3.3,Portugal,Lisboa,2023,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
462,641,Casa Agricola Nicolau,Solar da Marquesa Moscatel 2023,3.9,770,3.3,Portugal,Lisboa,2023,dulce,Centro (Portugal),"Arroz doce, Leite creme"
463,643,Terreiro,Alma do Tejo Reserva Tinto 2022,3.6,76,3.45,Portugal,Tejo,2022,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
464,644,Cadão,Tinto 2022,3.5,79,3.47,Portugal,Douro,2022,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
465,645,JP Azeitão,Branco 2023,3.3,3302,3.47,Portugal,Península de Setúbal,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
466,646,Cadão,Rosé 2023,3.3,146,3.47,Portugal,Douro,2023,rosado,Norte (Portugal),"Chanfana, Bacalhau"
467,647,Cadão,Branco 2023,3.5,32,3.47,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
468,648,Desafinado,Tinto 2019,3.6,948,3.49,Portugal,Douro,2019,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
469,649,Cabriz,C de Cabriz Tinto 2017,3.3,439,3.5,Portugal,Dão,2017,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
470,650,Bridão,Clássico Tinto 2021,3.6,39,3.51,Portugal,Tejo,2021,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
471,651,Aliança,Casal Mendes Rosé N.V.,3.6,12169,3.53,Portugal,Beiras,N.V.,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
472,652,Quinta das Amoras,Branco 2022,3.9,211,3.56,Portugal,Lisboa,2022,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
473,653,Familia Margaça - Sociedade Agricola de Pias,AsPias Branco 2023,3.6,147,3.6,Portugal,Alentejano,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
474,654,Bridão,Clássico Branco 2023,3.5,566,3.63,Portugal,Tejo,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
475,655,Conto,Syrah 2021,3.9,115,3.66,Portugal,Lisboa,2021,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
476,656,Conto,Sauvignon Blanc 2023,3.8,121,3.66,Portugal,Lisboa,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
477,657,Casa Ermelinda Freitas,Terras Do Pó Tinto 2023,3.5,6537,3.67,Portugal,Península de Setúbal,2023,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
478,658,Casa Ermelinda Freitas,Terras Do Pó Rosé 2021,3.5,52,3.67,Portugal,Península de Setúbal,2021,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
479,659,Casa Ermelinda Freitas,Terras Do Pó Branco 2023,3.5,2433,3.67,Portugal,Península de Setúbal,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
480,660,José Maria da Fonseca,João Pires Rosé 2023,3.9,39,3.73,Portugal,Península de Setúbal,2023,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
481,661,José Maria da Fonseca,João Pires Branco 2023,3.9,725,3.73,Portugal,Península de Setúbal,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
482,663,Bacalhôa,Serras de Azeitão Tinto 2021,3.6,46,3.76,Portugal,Península de Setúbal,2021,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
483,665,Bacalhôa,Serras de Azeitão Branco 2022,3.6,101,3.76,Portugal,Península de Setúbal,2022,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
484,666,Fiuza,3 Castas Tinto 2023,3.3,3118,3.76,Portugal,Tejo,2023,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
485,667,Fiuza,3 Castas Branco 2023,3.4,1250,3.76,Portugal,Tejo,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
486,668,Bacalhôa,Serras de Azeitão Rosé 2023,3.4,662,3.76,Portugal,Península de Setúbal,2023,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
487,669,AdegaMãe,COPO 3 Branco 2022,3.7,106,3.79,Portugal,Lisboa,2022,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
488,670,AdegaMãe,Pinta Negra Rosé 2023,3.4,779,3.79,Portugal,Lisboa,2023,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
489,671,Burmester,Tavedo Branco Douro 2023,3.7,84,3.79,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
490,672,AdegaMãe,Copo 3 Tinto 2022,4.0,340,3.79,Portugal,Lisboa,2022,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
491,673,AdegaMãe,Pinta Negra Branco 2023,3.6,60,3.79,Portugal,Lisboa,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
492,674,Fiuza,3 Castas Nature Espumante N.V.,3.4,349,3.8,Portugal,Tejo,N.V.,espumoso,Centro (Portugal),"Bacalhau à Brás, Caldo verde"
493,675,José Maria da Fonseca,BSE Branco Seco Especial 2023,3.8,223,3.81,Portugal,Península de Setúbal,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
494,676,Burmester,Tavedo Rosé 2023,3.5,92,3.82,Portugal,Douro,2023,rosado,Norte (Portugal),"Chanfana, Bacalhau"
495,677,Marquês de Marialva,Colheita Seleccionada Tinto 2021,3.8,288,3.83,Portugal,Bairrada,2021,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
496,678,Marquês de Marialva,Colheita Seleccionada Rosé Baga 2021,3.7,55,3.83,Portugal,Bairrada,2021,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
497,679,Joao Portugal Ramos,Loios Branco 2023,3.6,46,3.83,Portugal,Alentejano,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
498,680,Marquês de Marialva,Colheita Seleccionada Branco 2023,3.6,33,3.83,Portugal,Bairrada,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
499,681,Mundus,Evolução Branco Leve 2020,3.7,111,3.84,Portugal,Lisboa,2020,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
500,682,Favaios,Casa Velha Tinto 2022,3.7,83,3.84,Portugal,Douro,2022,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
501,683,Grão Vasco,Dão Tinto 2022,3.6,80,3.94,Portugal,Dão,2022,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
502,684,Grão Vasco,Dão Branco 2023,3.7,53,3.94,Portugal,Dão,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
503,685,Adega Cooperativa do Cadaval,Confraria Moscatel Branco Leve 2022,3.7,471,3.96,Portugal,Lisboa,2022,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
504,687,Vila Real,Reserva Branco 2022,3.8,296,4.01,Portugal,Douro,2022,blanco,Norte (Portugal),"Bacalhau, Frango assado"
505,688,Vila Real,Reserva Tinto 2021,3.8,319,4.01,Portugal,Douro,2021,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
506,689,Quinta da Espiga,Rosé 2021,3.6,284,4.07,Portugal,Lisboa,2021,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
507,690,Casal Garcia,Vinho Rosé N.V.,3.7,17440,4.07,Portugal,Vinho de Portugal,N.V.,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
508,692,Quinta da Lapa,Selection Branco 2021,3.6,38,4.09,Portugal,Tejo,2021,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
509,693,Quinta da Lapa,Selection Rosé 2023,3.7,127,4.09,Portugal,Tejo,2023,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
510,694,Quinta da Lapa,Selection Branco 2023,3.6,926,4.09,Portugal,Tejo,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
511,695,Herdade do Peso,Colheita Alentejo Branco 2023,3.6,554,4.1,Portugal,Alentejo,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
512,696,Vinha do Monte,Alentejano Tinto 2022,3.6,107,4.1,Portugal,Alentejo,2022,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
513,698,Herdade Monte Da Cal,Colheita Seleccionada Branco 2023,3.6,104,4.16,Portugal,Alentejo,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
514,699,Herdade Monte Da Cal,Colheita Seleccionada Tinto 2021,3.6,1894,4.16,Portugal,Alentejo,2021,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
515,700,Montaria,Reserva Alentejano Tinto 2020,3.6,34,4.17,Portugal,Alentejano,2020,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
516,701,Castelo do Sulco,Seleção dos Enólogos Reserva Tinto 2021,3.8,70,4.25,Portugal,Lisboa,2021,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
517,702,Costa Boal Family Estates,Flor do Tua Tinto 2022,3.8,50,4.25,Portugal,Trás-os-Montes,2022,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
518,703,Montaria,Reserva Alentejano Branco 2022,3.6,90,4.28,Portugal,Alentejano,2022,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
519,704,Quinta da Espiga,Branco 2023,3.4,1450,4.29,Portugal,Lisboa,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
520,705,Lab,Tinto 2021,3.7,197,4.29,Portugal,Lisboa,2021,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
521,706,Horácio Simões,Colheita Branco 2021,3.5,54,4.33,Portugal,Península de Setúbal,2021,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
522,707,Casa Ermelinda Freitas,Dona Ermelinda Palmela Branco 2023,3.8,72,4.33,Portugal,Palmela,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
523,708,Mandriola de Lisboa,Branco 2023,3.7,330,4.34,Portugal,Lisboa,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
524,709,Bacalhôa,Alabastro Branco 2021,3.6,217,4.35,Portugal,Alentejano,2021,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
525,710,Bacalhôa,Alabastro Tinto 2021,3.7,496,4.35,Portugal,Alentejano,2021,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
526,711,José Maria da Fonseca,Periquita Tinto (Original) 2022,3.7,571,4.35,Portugal,Península de Setúbal,2022,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
527,712,José Maria da Fonseca,Periquita Rosé 2023,3.4,2643,4.35,Portugal,Península de Setúbal,2023,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
528,713,José Maria da Fonseca,Periquita Branco 2023,3.6,26,4.35,Portugal,Península de Setúbal,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
529,714,Aveleda,Vinho Verde Loureiro - Alvarinho 2023,3.9,639,4.35,Portugal,Vinho verde,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
530,715,Esporão,Monte Velho Branco 2023,3.7,413,4.38,Portugal,Alentejano,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
531,716,Esporão,Monte Velho Rosé 2023,3.6,542,4.38,Portugal,Alentejano,2023,rosado,Sur (Portugal),"Arroz de mariscos, Caldo verde"
532,717,Esporão,Monte Velho Tinto 2023,3.7,336,4.38,Portugal,Alentejano,2023,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
533,718,Quinta das Cerejeiras,Lisboa Tinto 2022,4.0,159,4.4,Portugal,Lisboa,2022,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
534,719,Quinta do Sanguinhal,Casabel Branco 2023,3.5,259,4.42,Portugal,Lisboa,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
535,720,Quinta do Sanguinhal,Casabel Rosé 2022,3.6,93,4.42,Portugal,Lisboa,2022,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
536,722,Quinta do Sanguinhal,Casabel Tinto 2022,3.7,765,4.42,Portugal,Lisboa,2022,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
537,724,Joao Portugal Ramos,Pouca Roupa Tinto 2023,3.6,45,4.52,Portugal,Alentejano,2023,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
538,725,Joao Portugal Ramos,Pouca Roupa Branco 2023,3.4,1131,4.52,Portugal,Alentejano,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
539,726,Quinta da Espiga,Tinto 2020,3.7,221,4.52,Portugal,Lisboa,2020,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
540,729,Familia Margaça - Sociedade Agricola de Pias,Encostas do Enxoé Branco 2023,3.6,180,4.62,Portugal,Alentejano,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
541,730,Duorum,Tons de Duorum Branco 2023,3.7,89,4.68,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
542,731,Bridão,Syrah 2022,3.7,54,4.69,Portugal,Tejo,2022,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
543,733,Herdade do Peso,Sossego Rosé 2023,3.6,1643,4.75,Portugal,Alentejano,2023,rosado,Sur (Portugal),"Arroz de mariscos, Caldo verde"
544,734,Adega de Monção,Muralhas de Monção Vinho Verde Branco 2023,3.9,298,4.75,Portugal,Vinho verde,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
545,736,Porca de Murca,Tinto 2021,3.8,1172,4.8,Portugal,Douro,2021,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
546,738,Porca de Murca,Branco 2023,3.6,125,4.8,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
547,739,Ravasqueira,Seleção do Ano Rosé 2023,3.8,261,4.86,Portugal,Alentejano,2023,rosado,Sur (Portugal),"Arroz de mariscos, Caldo verde"
548,740,AdegaMãe,Dory Branco 2023,3.8,294,4.86,Portugal,Lisboa,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
549,741,Porta 6,Branco 2023,3.6,57,4.86,Portugal,Lisboa,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
550,742,AdegaMãe,Dory Tinto 2023,3.7,45,4.86,Portugal,Lisboa,2023,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
551,743,Ravasqueira,Seleção do Ano Branco 2023,3.9,34,4.86,Portugal,Alentejo,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
552,744,Duorum,Tons de Duorum Rosé 2023,3.5,278,4.86,Portugal,Douro,2023,rosado,Norte (Portugal),"Chanfana, Bacalhau"
553,745,AdegaMãe,Dory Rosé 2023,3.7,32,4.86,Portugal,Lisboa,2023,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
554,746,Ravasqueira,Seleção do Ano Tinto 2023,4.0,27,4.86,Portugal,Alentejano,2023,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
555,747,Herdade Paço do Conde,Alentejano Rosé 2023,3.6,779,4.87,Portugal,Alentejano,2023,rosado,Sur (Portugal),"Arroz de mariscos, Caldo verde"
556,748,Herdade Paço do Conde,Alentejano Blanco 2022,3.6,524,4.87,Portugal,Alentejano,2022,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
557,749,Herdade Paço do Conde,Alentejano Tinto 2021,3.7,69,4.87,Portugal,Alentejano,2021,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
558,750,Beyra,Tinto 2023,3.6,1536,4.88,Portugal,Beira Interior,2023,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
559,751,Beyra,Rosé 2023,3.7,420,4.88,Portugal,Beira Interior,2023,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
560,752,Beyra,Branco 2023,3.6,2007,4.88,Portugal,Beira Interior,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
561,753,Conde de Vimioso,Colheita Seleccionada Branco 2023,3.5,891,4.88,Portugal,Tejo,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
562,754,Conde de Vimioso,Colheita Seleccionada Tinto 2022,3.5,30,4.88,Portugal,Tejo,2022,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
563,756,Quinta de São Sebastião,Rosé 2019,3.6,360,4.92,Portugal,Lisboa,2019,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
564,757,São Domingos,Bairrada Branco 2023,3.5,394,4.95,Portugal,Bairrada,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
565,758,Lagoalva,Tinto 2023,3.6,454,4.96,Portugal,Tejo,2023,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
566,759,Lagoalva,Rosé 2023,3.7,432,4.96,Portugal,Tejo,2023,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
567,760,Costa Boal Family Estates,Monte Dos Cardeais Escolha Branco 2021,3.6,25,4.97,Portugal,Alentejo,2021,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
568,762,Herdade do Peso,Sossego Alentejano Branco 2023,3.9,179,5.02,Portugal,Alentejano,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
