,Unnamed: 0,Winery,Wine,Rating,Num_Reviews,Price,Country,Region,Year,Tipo,Zona,Maridaje
728,951,Quinta das Tecedeiras,Flor das Tecedeiras Branco 2023,3.8,314,7.57,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
729,955,Casa Ermelinda Freitas,Dona Ermelinda Reserva Branco 2023,4.0,723,7.63,Portugal,Palmela,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
730,956,Marquês de Lara,Chardonnay 2023,3.8,58,7.74,Portugal,Vinho verde,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
731,958,CARM,Rosé 2023,3.7,406,7.75,Portugal,Douro Superior,2023,rosado,Norte (Portugal),"Chanfana, Bacalhau"
732,960,Castello d'Alba,Douro Reserva Branco 2023,3.7,1882,7.8,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
733,961,Quinta do Sanguinhal,Chardonnay - Arinto 2023,4.2,792,7.82,Portugal,Lisboa,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
734,962,Niepoort,Dão Rótulo Tinto 2020,3.7,118,7.86,Portugal,Dão,2020,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
735,963,Niepoort,Diálogo Branco 2023,3.9,25,7.86,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
736,964,Niepoort,Diálogo Tinto 2021,3.8,626,7.86,Portugal,Douro,2021,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
737,968,Adega Ponte da Barca,Alvarinho Reserva 2022,3.8,465,7.9,Portugal,Vinho verde,2022,blanco,Norte (Portugal),"Bacalhau, Frango assado"
738,969,Casa Relvas,Sauvignon Blanc 2023,4.1,108,7.9,Portugal,Alentejano,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
739,970,Quinta do Vallado,Branco 2023,3.8,138,7.9,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
740,971,Quinta do Vallado,Tinto 2022,3.9,691,7.9,Portugal,Douro,2022,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
741,972,Niepoort,Douro Fabelhaft Tinto 2021,3.7,392,7.9,Portugal,Douro,2021,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
742,974,Casa Ferreirinha,Papa Figos Douro Branco 2023,3.9,152,7.91,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
743,975,Casa Ferreirinha,Papa Figos Rosé 2022,3.7,135,7.91,Portugal,Douro,2022,rosado,Norte (Portugal),"Chanfana, Bacalhau"
744,976,Quinta da Lapa,Reserva Branco 2020,3.9,255,7.97,Portugal,Tejo,2020,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
745,977,Quinta da Lapa,Reserva Chardonnay 2023,3.9,411,7.97,Portugal,Tejo,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
746,978,Fiuza,Reserva Premium Sauvignon Blanc 2023,3.9,218,7.99,Portugal,Tejo,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
747,980,Marquês de Lara,Alvarinho 2023,4.0,350,8.0,Portugal,Vinho verde,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
748,981,Campolargo,Vinha do Putto Branco 2017,3.6,188,8.08,Portugal,Bairrada,2017,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
749,982,Campolargo,Vinha do Putto Tinto 2013,3.3,790,8.08,Portugal,Bairrada,2013,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
750,984,Casa Cadaval,Sauvignon Blanc 2022,4.0,41,8.1,Portugal,Tejo,2022,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
751,985,Castello d'Alba,Moscatel Galego Branco 2020,3.9,57,8.14,Portugal,Douro,2020,blanco,Norte (Portugal),"Bacalhau, Frango assado"
752,986,Fagote,Reserva Tinto 2021,3.8,42,8.14,Portugal,Douro,2021,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
753,987,Aleixo - Real Cave do Cedro,Reserva Tinto 2020,3.7,222,8.14,Portugal,Bairrada,2020,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
754,988,CARM,Branco 2023,3.9,27,8.14,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
755,989,Quinta da Boa Esperança,Branco 2022,3.8,311,8.19,Portugal,Lisboa,2022,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
756,990,Esporão,Monte Velho Reserva Branco 2023,3.9,26,8.19,Portugal,Alentejano,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
757,992,Casa Santos Lima,Sauvignon Blanc 2023,3.6,54,8.19,Portugal,Lisboa,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
758,993,Quinta da Boa Esperança,Rosé 2023,4.1,1573,8.19,Portugal,Lisboa,2023,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
759,994,Quinta do Piloto,Piloto Collection Síria Branco 2022,3.9,37,8.19,Portugal,Península de Setúbal,2022,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
760,996,Viúva Gomes,Patrão Diogo Lisboa Branco 2021,3.6,243,8.19,Portugal,Lisboa,2021,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
761,999,Quinta da Boa Esperança,Tinto 2019,3.9,504,8.19,Portugal,Lisboa,2019,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
762,1000,Poças,Branco 2021,3.7,37,8.19,Portugal,Douro,2021,blanco,Norte (Portugal),"Bacalhau, Frango assado"
763,1002,Quinta de São Francisco,Tinto 2020,3.8,70,8.2,Portugal,Óbidos,2020,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
764,1003,Casa Santos Lima,Arinto - Chardonnay 2023,3.6,192,8.23,Portugal,Lisboa,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
765,1004,Casa Santos Lima,Alvarinho 2022,3.4,333,8.23,Portugal,Lisboa,2022,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
766,1005,Beyra,Reserva Tinto 2022,3.8,1868,8.23,Portugal,Beira Interior,2022,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
767,1006,Casa Santos Lima,Moscatel 2022,3.5,295,8.23,Portugal,Lisboa,2022,dulce,Centro (Portugal),"Arroz doce, Leite creme"
768,1008,Casa Santos Lima,Chardonnay 2023,3.5,32,8.23,Portugal,Lisboa,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
769,1009,Beyra,Reserva Quartz Branco 2023,3.8,806,8.23,Portugal,Beira Interior,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
770,1010,Fafide,Reserva Tinto 2022,3.8,51,8.25,Portugal,Douro,2022,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
771,1012,Quinta da Pellada,Quinta de Saes Rosé 2023,3.8,418,8.25,Portugal,Dão,2023,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
772,1013,Quinta da Pellada,Quinta de Saes Branco 2023,3.6,752,8.25,Portugal,Dão,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
773,1014,Quinta da Pellada,Dão Álvaro Castro Branco 2022,3.9,37,8.25,Portugal,Dão,2022,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
774,1015,Fafide,Reserva Branco 2023,3.9,1131,8.25,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
775,1016,Quinta das Setencostas,Tinto 2020,3.7,190,8.27,Portugal,Alenquer,2020,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
776,1017,Covela,Rosé 2023,3.7,1054,8.31,Portugal,Minho,2023,rosado,Norte (Portugal),"Chanfana, Bacalhau"
777,1019,Covela,Branco 2019,4.0,60,8.31,Portugal,Minho,2019,blanco,Norte (Portugal),"Bacalhau, Frango assado"
778,1021,Quinta do Passadouro,Passa Tinto 2021,4.0,108,8.41,Portugal,Douro,2021,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
779,1024,Quinta do Côtto,Quinta do Côtto Tinto 2019,3.8,671,8.42,Portugal,Douro,2019,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
780,1025,Ribeiro Santo,Automático Branco 2023,4.0,33,8.42,Portugal,Dão,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
781,1027,Quinta dos Frades,Vinha dos Santos Tinto 2020,3.9,162,8.46,Portugal,Douro,2020,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
782,1028,Casa Santos Lima,Palha Canas Tinto 2019,3.8,184,8.47,Portugal,Lisboa,2019,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
783,1029,Porta 6,Tinto 2021,3.8,2569,8.47,Portugal,Lisboa,2021,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
784,1030,Maçanita,Touriga Nacional em Rosé 2023,3.9,44,8.47,Portugal,Douro,2023,rosado,Norte (Portugal),"Chanfana, Bacalhau"
785,1031,Pêra Grave,Branco 2022,3.9,71,8.47,Portugal,Alentejano,2022,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
786,1032,Reynolds Wine Growers,Carlos Reynolds Branco 2023,3.7,809,8.5,Portugal,Alentejano,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
787,1033,Reynolds Wine Growers,Rosé 2023,3.4,48,8.5,Portugal,Alentejano,2023,rosado,Sur (Portugal),"Arroz de mariscos, Caldo verde"
788,1035,Companhia de Vinhos Invencível,Invincible Number Um Branco 2023,3.9,304,8.53,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
789,1036,Quinta de Chocapalha,Arinto Branco 2022,3.7,42,8.53,Portugal,Lisboa,2022,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
790,1037,Pegos Claros,Rosé 2022,3.9,87,8.53,Portugal,Palmela,2022,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
791,1038,Companhia de Vinhos Invencível,Invincible Number Um Tinto 2021,3.9,111,8.53,Portugal,Douro,2021,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
792,1041,Artefacto,Syrah Colheita Seleccionada 2019,3.6,1010,8.55,Portugal,Alentejano,2019,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
793,1042,Paulo Laureano,Nosso Terroir Branco 2023,3.9,86,8.55,Portugal,Alentejo,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
794,1043,Quinta dos Frades,Vinha dos Santos Branco 2023,3.8,1074,8.58,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
795,1044,Quinta Vale D. Maria,Douro Superior Branco 2023,3.8,131,8.59,Portugal,Douro Superior,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
796,1050,Quinta do Pinto,Estate Collection Tinto 2016,4.0,125,8.71,Portugal,Alenquer,2016,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
797,1051,Conde de Vimioso,Sommelier Edition Rosé 2022,3.8,62,8.72,Portugal,Tejo,2022,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
798,1052,Herdade Grande,Alentejano Rosé 2022,3.9,176,8.73,Portugal,Alentejano,2022,rosado,Sur (Portugal),"Arroz de mariscos, Caldo verde"
799,1053,Seara d'Ordens,Reserva Tinto 2021,4.0,245,8.73,Portugal,Douro,2021,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
800,1054,Herdade Grande,Colheita Seleccionada Branco 2022,4.0,29,8.73,Portugal,Alentejano,2022,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
801,1055,Seara d'Ordens,Reserva Branco 2022,4.1,173,8.73,Portugal,Douro,2022,blanco,Norte (Portugal),"Bacalhau, Frango assado"
802,1059,Távora,Terras do Demo Touriga Franca Tinto Bruto 2022,3.7,316,8.79,Portugal,Távora-Varosa,2022,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
803,1060,Quinta de Chocapalha,Mar da Palha Sauvignon Blanc 2023,3.7,423,8.81,Portugal,Lisboa,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
804,1061,Calçada Wines,Quinta da Calçada Alvarinho Terroir 2023,3.9,1159,8.81,Portugal,Vinho verde,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
805,1063,Lagoalva,Reserva Arinto - Chardonnay 2023,4.0,106,8.84,Portugal,Tejo,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
806,1064,Conde de Vimioso,Sommelier Edition Sauvignon Blanc 2023,4.2,99,8.86,Portugal,Tejo,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
807,1065,Herdade Anta de Cima,Argilla Tinto 2019,3.7,1066,8.87,Portugal,Alentejo,2019,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
808,1067,Beyra,Moscatel Galego Branco 2023,4.1,258,8.9,Portugal,Beira Interior,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
809,1068,Beyra,Chardonnay 2023,3.9,473,8.9,Portugal,Beira Interior,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
810,1071,A&D Wines - Quinta de Santa Teresa,Monólogo Chardonnay P706 2022,4.0,64,8.94,Portugal,Minho,2022,blanco,Norte (Portugal),"Bacalhau, Frango assado"
811,1072,Herdade da Calada,Caladessa Tinto 2020,4.0,44,8.94,Portugal,Alentejo,2020,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
812,1075,Herdade da Calada,Caladessa Branco 2018,3.9,70,8.94,Portugal,Alentejano,2018,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
813,1077,Lua Cheia - Saven,Andreza Reserva Branco 2023,4.0,709,8.98,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
814,1080,Aliança,Baga Bairrada Reserva Rosé Bruto 2021,3.5,625,9.0,Portugal,Bairrada,2021,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
815,1081,Herdade da Maroteira,Dez Tostões Rosé 2023,3.9,756,9.02,Portugal,Alentejano,2023,rosado,Sur (Portugal),"Arroz de mariscos, Caldo verde"
816,1082,Casa da Passarella,Abanico Reserva Branco 2022,3.9,510,9.04,Portugal,Dão,2022,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
817,1085,Companhia das Lezírias,Tyto Alba Branco 2020,3.8,141,9.1,Portugal,Ribatejo,2020,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
818,1087,Castello d'Alba,Douro Branco 2021,3.9,65,9.14,Portugal,Douro,2021,blanco,Norte (Portugal),"Bacalhau, Frango assado"
819,1088,Campolargo,Entre II Santos Tinto 2013,3.5,41,9.15,Portugal,Bairrada,2013,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
820,1089,Campolargo,Entre II Santos Branco 2019,3.5,395,9.15,Portugal,Bairrada,2019,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
821,1090,José Maria da Fonseca,Pasmados Branco 2020,3.9,55,9.2,Portugal,Península de Setúbal,2020,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
822,1091,Conde de Vimioso,Sommelier Edition Tinto 2021,4.0,249,9.23,Portugal,Tejo,2021,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
823,1092,Herdade do Sobroso,Tinto 2022,3.8,44,9.24,Portugal,Alentejo,2022,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
824,1093,Monte da Penha,Tinto 2009,3.5,63,9.25,Portugal,Alentejano,2009,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
825,1094,Quinta de Chocapalha,Branco 2022,3.4,281,9.29,Portugal,Lisboa,2022,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
826,1098,Aveleda,Solos de Granito Alvarinho 2022,4.0,113,9.36,Portugal,Minho,2022,blanco,Norte (Portugal),"Bacalhau, Frango assado"
827,1099,Herdade Grande,Tinto 2019,3.5,72,9.42,Portugal,Alentejano,2019,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
828,1100,Antonio Bernardino Paulo da Silva,Casal da Azenha Branco 2019,3.7,329,9.42,Portugal,Lisboa,2019,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
829,1101,Quinta de La Rosa,Douro White 2022,3.8,126,9.42,Portugal,Douro,2022,blanco,Norte (Portugal),"Bacalhau, Frango assado"
830,1102,Quinta de La Rosa,Douro Dourosa Red 2019,3.7,75,9.42,Portugal,Douro,2019,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
831,1104,Lavradores de Feitoria,Três Bagos Reserva Branco 2018,3.8,170,9.44,Portugal,Douro,2018,blanco,Norte (Portugal),"Bacalhau, Frango assado"
832,1106,Quinta da Lapa,Reserva Syrah 2019,4.2,52,9.44,Portugal,Tejo,2019,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
833,1107,Quinta da Lapa,Reserva Pinot Noir 2020,3.9,36,9.44,Portugal,Tejo,2020,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
834,1108,Quinta de Carvalhiços,Reserva Branco 2020,3.9,90,9.44,Portugal,Dão,2020,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
835,1109,Quinta da Lapa,Reserva Merlot 2019,4.0,31,9.44,Portugal,Tejo,2019,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
836,1111,Valle Pradinhos,Rosé 2023,3.8,27,9.46,Portugal,Trás-os-Montes,2023,rosado,Norte (Portugal),"Chanfana, Bacalhau"
837,1112,Quinta do Noval,Maria Mansa Douro Tinto 2021,4.0,396,9.47,Portugal,Douro,2021,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
838,1113,Arca Nova,Alvarinho 2023,3.9,1606,9.48,Portugal,Vinho verde,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
839,1114,Quinta do Ameal,Branco (Loureiro) 2023,4.0,88,9.48,Portugal,Vinho verde,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
840,1116,Quinta de Vale de Pios,Pios Tinto 2015,3.7,96,9.5,Portugal,Douro,2015,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
841,1118,Casa Ermelinda Freitas,Sauvignon Blanc 2023,3.7,782,9.54,Portugal,Península de Setúbal,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
842,1119,Quinta do Piloto,Piloto Collection Roxo Branco 2023,4.1,51,9.56,Portugal,Península de Setúbal,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
843,1120,Dona Maria,Branco 2023,3.8,36,9.61,Portugal,Alentejano,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
844,1121,Conceito,Contraste Branco 2022,3.7,1366,9.61,Portugal,Douro,2022,blanco,Norte (Portugal),"Bacalhau, Frango assado"
845,1122,Conceito,Contraste Rosé 2021,3.5,37,9.61,Portugal,Douro,2021,rosado,Norte (Portugal),"Chanfana, Bacalhau"
846,1123,Casa Ermelinda Freitas,Syrah Reserva 2021,4.1,494,9.61,Portugal,Península de Setúbal,2021,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
847,1125,Arvad,Rosé 2022,3.9,45,9.61,Portugal,Algarve,2022,rosado,Sur (Portugal),"Arroz de mariscos, Caldo verde"
848,1128,Dona Maria,Rosé 2023,3.9,1027,9.61,Portugal,Alentejo,2023,rosado,Sur (Portugal),"Arroz de mariscos, Caldo verde"
849,1129,Conceito,Contraste Tinto 2021,3.6,2176,9.61,Portugal,Douro,2021,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
850,1132,Cabriz,Dão Reserva Branco 2023,3.9,2051,9.64,Portugal,Dão,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
851,1133,Quinta do Rol,Moscatel Galego Branco Atlântico 2019,4.0,56,9.65,Portugal,Lisboa,2019,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
852,1134,Quinta do Rol,Branco 2020,4.1,191,9.65,Portugal,Lisboa,2020,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
853,1135,Lavradores de Feitoria,Três Bagos Reserva Branco 2022,3.9,91,9.66,Portugal,Douro,2022,blanco,Norte (Portugal),"Bacalhau, Frango assado"
854,1137,Conde de Vimioso,Sommelier Edition Branco 2023,4.1,56,9.66,Portugal,Tejo,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
855,1138,Casa Ermelinda Freitas,Pinot Noir - Merlot Rosé 2023,3.8,323,9.66,Portugal,Península de Setúbal,2023,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
856,1139,AdegaMãe,Alvarinho 2022,3.7,438,9.67,Portugal,Lisboa,2022,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
857,1142,Odisseia,Tinto 2021,3.8,1526,9.67,Portugal,Douro,2021,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
858,1143,Odisseia,Branco 2023,3.8,631,9.67,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
859,1144,AdegaMãe,Pinot Noir Rosé 2023,3.8,58,9.67,Portugal,Lisboa,2023,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
860,1147,AdegaMãe,Sauvignon Blanc 2022,3.6,635,9.67,Portugal,Lisboa,2022,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
861,1152,AdegaMãe,Chardonnay 2023,3.8,38,9.67,Portugal,Lisboa,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
862,1154,AdegaMãe,Merlot 2022,3.7,400,9.67,Portugal,Lisboa,2022,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
863,1155,Cartuxa,EA Reserva Tinto 2021,3.8,105,9.72,Portugal,Alentejo,2021,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
864,1156,Herdade do Rocim,Rosé 2023,3.8,264,9.72,Portugal,Alentejano,2023,rosado,Sur (Portugal),"Arroz de mariscos, Caldo verde"
865,1158,Marquês de Marialva,Bical Reserva Branco 2021,3.9,1305,9.75,Portugal,Bairrada,2021,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
866,1160,Casa Ermelinda Freitas,Alvarinho 2022,4.0,56,9.77,Portugal,Península de Setúbal,2022,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
867,1161,Quinta dos Carvalhais,Colheita Rosé 2022,3.8,63,9.77,Portugal,Dão,2022,rosado,Centro (Portugal),"Bacalhau com natas, Ensalada de bacalao y patatas"
868,1162,Vicentino,Naked Pinot Noir Rosé 2023,3.8,381,9.79,Portugal,Alentejo,2023,tinto,Sur (Portugal),"Carne de cerdo alentejana, Arroz de pato"
869,1163,Bacalhôa,Quinta da Garrida Reserva Tinto 2016,3.8,115,9.8,Portugal,Dão,2016,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
870,1165,Ravasqueira,Reserva da Família Branco 2022,4.1,145,9.83,Portugal,Alentejano,2022,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
871,1166,Muxagat,Douro Rosé 2020,3.8,232,9.83,Portugal,Douro,2020,rosado,Norte (Portugal),"Chanfana, Bacalhau"
872,1169,Casa Ermelinda Freitas,Merlot Reserva 2022,3.9,1116,9.83,Portugal,Península de Setúbal,2022,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
873,1171,Duorum,Colheita Tinto 2021,3.9,162,9.84,Portugal,Douro,2021,tinto,Norte (Portugal),"Bacalhau à Brás, Chanfana"
874,1172,Duorum,Colheita Branco 2023,3.9,878,9.84,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
875,1175,Casa Ermelinda Freitas,Sauvignon Blanc - Verdelho 2023,4.0,75,9.88,Portugal,Península de Setúbal,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
876,1176,Soalheiro,Alvarinho 2023,4.1,1980,9.88,Portugal,Monção e Melgaço,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
877,1177,Casa Ermelinda Freitas,Pinot Noir Reserva 2021,3.9,230,9.88,Portugal,Península de Setúbal,2021,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
878,1178,Quinta do Rol,Sauvignon Blanc 2017,3.7,166,9.94,Portugal,Lisboa,2017,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
879,1179,Quinta do Rol,Pinot Grigio 2017,3.8,204,9.94,Portugal,Lisboa,2017,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
880,1180,Quinta do Rol,Pinot Noir Rosé 2016,3.9,44,9.94,Portugal,Lisboa,2016,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
881,1182,Quinta do Rol,Alvarinho 2017,4.0,65,9.94,Portugal,Lisboa,2017,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
882,1185,Herdade do Rocim,Alentejano Branco 2023,3.8,50,9.99,Portugal,Alentejano,2023,blanco,Sur (Portugal),"Arroz de mariscos, Bacalhau com natas"
883,1186,Quinta da Biaia,Branco 2020,3.4,50,10.0,Portugal,Beira Interior,2020,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
884,1189,Quinta do Gradil,Alvarinho 2021,3.9,359,10.01,Portugal,Lisboa,2021,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
885,1190,Quinta do Gradil,Syrah 2022,4.0,25,10.01,Portugal,Lisboa,2022,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
886,1192,Márcio Lopes,Anel Branco 2023,4.0,374,10.05,Portugal,Douro,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
887,1194,Quinta da Pellada,Quinta de Saes Tobias Cerceal Branco 2023,3.9,435,10.06,Portugal,Dão,2023,blanco,Centro (Portugal),"Bacalhau à Brás, Amêijoas à Bulhão Pato"
888,1195,Quinta da Pellada,Quinta de Saes Tobias Tinto 2020,3.8,806,10.06,Portugal,Dão,2020,tinto,Centro (Portugal),"Feijoada, Costillas a la portuguesa"
889,1197,Sogrape,Morgadio da Torre Alvarinho 2023,3.9,4109,10.15,Portugal,Vinho verde,2023,blanco,Norte (Portugal),"Bacalhau, Frango assado"
